0,-10.336441808360485
1,-2.554139513090215
2,-6.451889255596486
3,-2.860821790438788
4,-1.9041496364462964
5,-1.7318293178310618
6,-4.36930743961296
7,-6.140777284357462
8,-1.524795981179774
9,-8.52438235219096
10,-10.750603836113918
11,-7.521701838781242
12,-5.736885624315691
13,-2.088111886422098
14,-3.206603550603515
15,-1.968444267142517
16,-6.674611658875304
17,-3.1822605111643956
18,-4.195689002108542
19,-7.018460685596431
20,0.12532393596522773
21,-8.531176031161019
22,-5.813576021601018
23,-1.4912976684932444
24,0.828185994580728
25,-3.9891588609814406
26,-5.111640550227081
27,-6.154822550969649
28,-4.690171201162908
29,-4.824282960109703
30,-6.222644895003274
31,-3.521148311169297
32,-7.157492068011555
33,-6.252108627034951
34,-11.015876550477948
35,-10.954521978357647
36,-12.654124755677575
37,-13.636756183308613
38,-5.164801716138892
39,-3.0717552391263134
40,-7.3310822737979215
41,-4.868651110646403
42,-9.993731958439731
43,-10.284503288445121
44,-9.023718335932184
45,-11.029596042142835
46,-6.3658826511680795
47,-8.567210748002482
48,-8.755557327798984
49,-7.9558416903224165
50,-8.69228005279993
51,-7.042212246390778
52,-6.280932904611293
53,-8.98055228691795
54,-4.896045697272308
55,-10.589779119408636
56,-11.359030455055398
57,-12.660535719032243
58,-8.022906163134461
59,-12.714941804289111
60,-10.41197912074184
61,-11.21573438418118
62,-9.526067391628054
63,-5.493708825416307
64,-9.800153591560068
65,-8.771998752873904
66,-9.728345467145802
67,-12.76372432442461
68,-12.1620616847957
69,-13.688943880499028
70,-6.210312573687654
71,-10.806490914871581
72,-10.64981618856355
73,-8.171567168577429
74,-8.515721197255878
75,-10.526087511956328
76,-11.701380142304908
77,-7.365123554047474
78,-9.330998443018261
79,-13.212301347149522
80,-10.440914411499081
81,-10.675637446907368
82,-10.962953090695803
83,-6.791860266736859
84,-6.072230918534447
85,-6.829103429280577
86,-5.220791491883768
87,-12.375516625781827
88,-8.091458587456437
89,-7.68043240849007
90,-5.4043050240972095
91,-12.857533853060207
92,-7.7406229731817096
93,-15.01713431878929
94,-14.38558937108721
95,-10.726233335171269
96,-11.341753578361875
97,-4.152350628387044
98,-12.159126454708021
99,-7.749035392009229
100,-6.779541494159327
101,-5.609384698303639
102,-12.390207705836664
103,-15.491757244169879
104,-13.934073237125997
105,-11.833143016258614
106,-12.939313333049109
107,-10.656914517208318
108,-11.72472186964334
109,-9.489855410096007
110,-7.937513839349093
111,-12.278675089201048
112,-8.690412673151247
113,-13.971292672114512
114,-8.585936460179692
115,-9.050134382042001
116,-10.121100778981608
117,-7.871845583714371
118,-4.857895405177463
119,-9.004498186396537
120,-13.718821617816262
121,-9.8434056108232
122,-8.15277063881529
123,-13.597632598724735
124,-12.494023760105799
125,-9.163786239254858
126,-10.358653422939495
127,-11.533594600006555
128,-11.630479220888626
129,-10.029463380355711
130,-9.328527788870634
131,-9.029823819756663
132,-11.556062837815942
133,-5.989177726827478
134,-12.538691444563547
135,-13.364482193685673
136,-11.577508489179099
137,-11.973308120242601
138,-10.745782482700639
139,-9.317311999811473
140,-6.045062022745419
141,-8.36658862835406
142,-4.307277287981676
143,-12.72123537909444
144,-6.770246383413356
145,-9.226271870266578
146,-6.133198784730219
147,-7.7001280956230245
148,-2.7371815905589627
149,-7.617216430206447
150,-11.387112056138
151,-12.41024906103423
152,-5.223733345770125
153,-11.136400784746662
154,-7.571448975072935
155,-13.941716049785777
156,-7.270759210902176
157,-12.382713620937531
158,-10.006695041815028
159,-8.051599696529824
160,-6.487516904124902
161,-9.425936624967225
162,-2.740182640165785
163,-8.76647071724974
164,-9.533918124340907
165,-7.952347331324496
